,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Primera Consulta Médico Prev,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Nutrición,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Psicoprofilaxis de Enfermería,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-10,28442,1010,3840,1509,3840,158,6387,5080,58,55,1450,6648,6197,7084,229,3,20,17,745,42,202,426,75,,1080,1128,6,51,492,252,106,146,1,143,253,249,13095,139,12943,12,1,2414,5246,550,10,776,776,5,8,167985,43795,100175,46636,6487,2888,6818,3166,167,374,21,415,4185,321,309,91,,2,35,,44,12,,,13,,518,2,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-11,29176,749,3649,1438,3649,159,6404,6215,58,53,1410,6582,5830,6915,231,4,23,7,835,50,207,481,97,,1101,1134,6,34,523,273,99,174,1,164,273,270,13049,129,12917,3,0,2451,4932,535,10,828,836,5,5,165058,45477,91331,43702,6313,2635,5824,2452,146,421,21,303,4278,404,375,76,,4,34,,54,10,,,15,,485,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-12,24516,374,2745,1149,2745,142,5669,5204,58,59,1483,6345,5870,7156,231,5,21,14,765,38,190,472,65,,995,1032,6,36,463,296,101,195,1,186,297,295,12290,125,12157,8,0,2053,3959,459,10,796,816,5,8,155140,38746,78332,35128,6260,2812,6011,2718,192,330,22,264,2846,0,363,80,,3,34,,36,4,,,15,,440,0,
H. III-IQUITOS_per_2017-01,12709,1479,9151,339,9147,76,2823,2798,25,31,662,2853,2684,3069,99,13,5,18,532,6,95,258,24,149,396,312,2,17,405,156,75,81,2,81,157,156,12356,60,3357,8786,153,373,937,220,3,148,148,2,3,105447,40225,52318,17053,1680,707,2265,1035,,,,,516,,,7,,,,,,5,,,,,249,,
H. III-IQUITOS_per_2017-02,12756,1196,6364,517,6361,73,2848,2772,25,28,626,2565,2430,2716,97,3,8,13,465,7,76,228,21,133,215,264,2,15,346,140,52,88,2,88,141,138,11059,55,4475,6458,71,769,1758,238,4,288,292,2,4,93221,32325,58176,18214,1845,851,3536,1825,,,,,225,,,4,,,,,,9,,,,,417,,
H. III-IQUITOS_per_2017-03,14536,1395,4911,532,4907,74,3203,3165,25,31,730,2912,2671,3069,99,7,11,16,519,3,100,266,15,135,292,300,2,10,396,171,83,88,2,88,173,172,11439,85,4493,6724,137,826,2071,201,3,308,312,2,3,101767,38343,58910,18161,1835,838,3710,1951,,,,,175,,,4,,,,,,0,,,,,593,,
H. III-IQUITOS_per_2017-04,13653,1965,3840,598,3838,71,3145,2953,25,29,674,2812,2616,2970,99,5,14,15,461,10,69,235,12,135,253,276,2,14,361,150,73,77,2,77,153,152,12949,63,5680,7023,183,646,1556,142,3,240,264,2,3,109703,35585,53618,15384,2262,1177,3791,2186,,,,,188,,,4,,,,,,7,,,,,483,,
H. III-IQUITOS_per_2017-05,14216,2133,3372,549,3369,77,3215,3114,25,31,693,2970,2766,3100,100,5,14,15,467,2,80,239,24,122,256,312,2,6,351,144,70,74,2,74,149,148,13950,135,5893,7785,137,667,1603,137,3,272,280,2,3,117295,38929,58571,16717,2554,1203,4191,2189,,,,,227,,,2,,,,,,12,,,,,503,,
H. III-IQUITOS_per_2017-06,13231,1751,2943,558,2943,67,3134,2904,25,30,668,2693,2619,2940,98,4,7,34,427,6,68,221,7,125,204,300,2,0,305,129,66,63,2,63,131,131,12300,109,5182,6860,149,587,1424,150,3,232,300,2,3,104281,35727,63182,17944,1921,866,3154,1570,,,,,195,,,3,,,,,,9,,,,,594,,
H. III-IQUITOS_per_2017-07,13710,601,3112,566,3111,75,3230,2944,24,30,687,2898,2747,3038,98,1,8,24,509,9,85,282,17,116,309,288,2,17,393,155,71,84,2,84,156,155,13192,51,4966,7985,190,652,1624,146,3,224,300,2,3,104599,35495,60168,17991,2021,890,3618,1692,,,,,146,,,1,,,,,,0,,,,,533,,
H. III-IQUITOS_per_2017-08,13459,1741,2770,579,2768,71,3219,2800,24,28,692,3083,2872,3069,99,9,10,22,502,7,100,253,14,128,277,288,2,12,391,152,75,77,2,77,152,149,11728,63,5107,6435,123,739,1770,145,3,252,264,2,3,102197,33977,61677,17051,2212,954,3446,1519,,,,,195,,,5,,,,,,10,,,,,279,,
H. III-IQUITOS_per_2017-09,14464,1862,3012,606,3012,73,3338,3194,24,33,700,2843,2676,2970,99,2,19,17,520,9,92,282,22,115,290,282,2,11,367,149,71,78,2,78,152,150,11171,173,4460,6408,130,813,1988,153,3,300,300,2,3,103966,37133,60555,16581,2148,932,2747,1315,,,,,237,,,5,,,,,,16,,,,,384,,
H. III-IQUITOS_per_2017-10,14739,3299,2899,847,2898,79,3664,3299,24,34,651,2678,2719,3069,99,0,11,15,528,5,89,272,14,148,259,288,2,26,370,151,71,80,2,80,153,152,13960,126,5459,8149,226,801,1910,138,3,292,300,2,3,111501,36181,58832,14647,2252,1092,3810,1902,,,,,190,,,6,,,,,,19,,,,,551,,
H. III-IQUITOS_per_2017-11,14838,3659,2489,802,2488,78,3502,3305,24,32,666,2636,2700,2970,99,6,19,18,430,5,58,239,9,119,204,276,2,17,286,145,81,64,2,64,146,144,14265,213,5740,8164,148,724,1631,128,3,268,300,2,3,123577,38692,58439,16195,1960,794,3732,1642,,,,,270,,,4,,,,,,18,,,,,552,,
H. III-IQUITOS_per_2017-12,13711,745,2365,574,2364,77,3435,3067,24,29,670,2911,2818,3069,99,3,13,17,395,3,71,213,15,93,217,270,2,22,291,165,98,67,2,67,167,166,13522,178,6017,7224,103,654,1448,101,3,252,276,2,3,112863,36380,60472,16705,1973,844,3189,1553,,,,,217,,,4,,,,,,15,,,,,435,,
H. III-JULIACA_per_2017-01,12650,1311,8981,367,8973,64,2409,2367,31,44,614,2198,2213,2356,76,5,8,17,398,18,142,212,26,,520,546,2,6,334,97,53,44,1,44,97,97,1431,7,619,805,,1531,3969,1152,6,500,544,4,6,43470,22016,37733,22397,1089,611,1173,660,39,389,70,256,612,598,115,33,24,4,30,,8,25,33,4,8,2,195,6,7
H. III-JULIACA_per_2017-02,11893,1192,4828,429,4819,62,2242,2202,31,44,607,2138,2002,2100,75,2,3,14,388,22,142,193,31,,491,505,2,13,400,82,44,38,1,38,82,82,1289,5,615,669,,2021,4971,1148,7,648,652,4,7,40837,20687,36632,19413,1044,556,1143,601,48,363,57,212,580,569,95,28,20,5,28,,8,28,38,4,26,8,374,2,18
H. III-JULIACA_per_2017-03,13168,1231,3976,507,3968,62,2668,2593,31,44,614,2274,2098,2294,74,3,9,12,362,18,137,185,22,,502,522,2,10,372,91,45,46,1,46,91,91,1321,5,631,685,,2136,5125,979,9,708,724,4,9,43912,23792,46601,28410,1197,683,0,0,81,359,63,330,857,327,127,62,10,6,28,,4,32,0,2,18,14,350,2,10
H. III-JULIACA_per_2017-04,13378,1204,3169,493,3161,69,2917,2725,31,44,624,2077,2051,2250,75,1,1,15,338,12,129,165,32,,430,462,2,9,347,96,59,37,1,37,96,96,1333,3,541,789,,1785,4401,811,8,624,728,4,8,45128,24620,39707,24230,982,577,0,0,72,396,45,342,1090,577,130,25,16,5,23,,8,32,29,3,14,16,342,3,8
H. III-JULIACA_per_2017-05,13382,1253,2709,458,2700,69,2887,2734,31,44,673,2512,2313,2511,81,1,7,19,367,19,125,188,35,,504,537,2,8,375,104,47,57,1,57,104,104,1621,7,743,871,,1749,4336,686,8,608,664,4,8,48758,25207,40192,23304,1274,697,0,0,63,387,61,286,1146,598,85,31,18,0,24,,8,38,36,1,5,16,345,6,21
H. III-JULIACA_per_2017-06,13312,2009,2636,521,2629,67,2769,2615,31,44,590,2358,2214,2430,81,1,6,14,352,16,124,192,20,,497,528,2,11,363,96,59,37,1,37,96,96,1667,7,704,956,,1873,4756,758,8,640,680,4,8,47002,24931,36770,21434,1189,713,0,0,54,301,46,235,934,714,136,35,18,1,21,,4,30,29,1,4,16,326,12,28
H. III-JULIACA_per_2017-07,14298,1579,2530,510,2525,72,2907,2779,31,44,627,2419,2124,2325,75,4,8,12,359,14,137,184,24,,491,510,2,8,367,100,60,40,1,40,100,100,1477,9,682,786,,1739,4422,591,8,584,708,4,8,49571,26967,36517,21668,1067,614,0,0,0,304,50,268,651,682,220,31,18,4,22,,4,24,36,3,23,12,370,4,8
H. III-JULIACA_per_2017-08,11083,1467,1740,440,1738,61,2210,2073,31,44,563,2028,1888,2046,66,1,4,16,312,7,109,189,7,,420,456,2,9,321,84,60,24,1,24,84,84,1467,4,664,799,,1676,4043,538,7,544,628,4,7,40815,20661,35052,21257,1130,647,0,0,34,345,39,178,1226,677,85,24,16,3,25,,4,38,41,5,34,13,273,8,21
H. III-JULIACA_per_2017-09,13953,1002,1979,534,1971,75,2841,2780,32,47,524,1871,2093,2280,76,0,0,16,311,6,94,196,15,,407,432,2,10,321,92,48,44,1,44,92,92,1412,7,614,791,,1703,4347,545,7,536,536,4,7,47268,26024,40874,25345,1140,670,0,0,87,310,39,556,1448,385,378,40,11,4,25,,8,41,23,6,31,15,325,8,43
H. III-JULIACA_per_2017-10,13840,328,1748,529,1741,76,2958,2842,32,47,561,2195,2025,2232,72,1,2,10,327,18,114,178,17,,384,420,2,9,336,81,44,37,1,37,81,81,2020,12,554,1454,,1649,3905,585,8,549,614,4,8,47647,25609,39308,23827,1359,888,0,0,69,371,57,632,1416,682,485,27,16,4,22,,8,34,34,2,28,15,389,12,44
H. III-JULIACA_per_2017-11,12431,106,1452,441,1444,69,2581,2461,32,47,541,2144,2052,2250,75,3,4,10,303,13,85,178,27,,385,426,2,10,313,80,42,38,1,38,80,80,2564,4,791,1769,,1570,3615,574,7,492,532,4,7,48695,23935,41456,25094,1429,922,0,0,49,408,62,290,1034,306,491,32,9,5,20,,12,35,23,8,16,14,353,8,16
H. III-JULIACA_per_2017-12,10862,715,1141,360,1136,67,2186,2051,32,47,535,2138,1865,2077,67,0,5,4,270,16,89,145,20,,385,432,2,9,279,101,59,42,1,42,101,101,2274,7,802,1465,,1551,3849,443,8,536,600,4,8,39427,18487,36865,23055,1197,712,0,0,33,206,54,387,1293,560,367,30,12,4,3,,4,36,31,0,19,14,292,10,19
H. III-PUNO_per_2017-01,13197,414,9088,238,9080,69,2664,2597,22,44,472,1521,1554,1860,60,3,3,6,380,15,136,168,50,11,531,588,2,0,270,80,38,42,1,42,80,79,2682,25,1145,1381,131,1506,3636,1054,8,478,602,4,8,47939,23774,43609,27494,1544,819,,,104,126,37,1746,1305,520,10,0,2,9,8,,16,,0,0,8,,148,,
H. III-PUNO_per_2017-02,12454,156,5040,362,5034,68,2507,2471,22,44,420,1300,1352,1736,62,2,4,13,327,13,124,155,35,0,423,470,2,1,224,84,49,35,1,35,84,83,2862,25,1076,1554,207,1922,4313,912,8,646,710,4,8,47473,22426,40514,24152,1581,918,,,91,203,25,1369,1017,399,10,1,0,2,4,,24,,0,0,2,,10,,
H. III-PUNO_per_2017-03,13912,428,4180,354,4171,66,2839,2774,22,44,476,1541,1495,1860,60,2,0,10,359,18,127,156,50,8,527,582,2,2,281,78,50,28,1,28,78,78,2885,35,1100,1560,190,2204,4835,798,8,708,736,4,8,50873,24977,43478,26231,1910,1107,,,57,107,39,1842,1442,679,1,0,0,2,4,,30,,0,0,12,,53,,
H. III-PUNO_per_2017-04,12065,213,2861,321,2855,66,2540,2435,22,44,424,1518,1560,1770,59,0,6,5,345,16,121,152,48,8,451,504,2,3,248,70,35,35,1,35,70,69,3013,33,1025,1689,266,2131,4686,665,8,700,700,4,8,48149,21301,42577,23646,1768,1010,,,83,152,28,1715,1330,707,8,0,0,3,4,,22,,0,0,4,,116,,
H. III-PUNO_per_2017-05,13398,212,2543,303,2537,65,2697,2657,22,44,508,1867,1805,1984,64,2,5,14,368,13,124,189,37,5,578,634,2,0,249,81,45,36,1,36,81,80,3298,51,1151,1757,339,2263,4922,1661,8,740,740,4,8,53154,23934,40349,22151,1759,926,,,14,94,38,1582,1479,769,13,0,4,8,4,,30,,0,0,4,,100,,
H. III-PUNO_per_2017-06,13406,113,2216,309,2211,66,2642,2594,22,44,469,1670,1735,1920,64,2,5,13,368,14,116,189,33,16,515,570,2,0,272,60,31,29,1,29,60,59,4129,41,1063,2407,618,2256,4863,515,8,712,712,4,8,53846,24078,38833,22142,1951,1145,,,52,234,35,1517,1182,752,12,0,5,6,4,,28,,0,0,14,,119,,
H. III-PUNO_per_2017-07,14203,281,2207,340,2201,67,2836,2817,22,44,510,1795,1826,1984,64,4,3,18,362,19,128,164,43,8,528,585,2,2,251,78,44,34,1,34,78,78,3485,72,1041,2073,299,2034,4519,521,8,640,640,4,8,53822,25485,42259,23597,1647,834,,,164,373,42,1304,1402,776,16,0,4,2,4,,27,,0,0,6,,143,,
H. III-PUNO_per_2017-08,14603,247,2214,385,2207,73,2948,2896,22,44,492,1812,1800,1984,64,1,7,14,396,20,123,209,39,5,547,604,2,0,275,72,41,31,1,31,72,72,3178,63,1021,1829,265,1851,4210,405,8,588,588,4,8,53314,26001,46856,25578,1775,952,,,145,275,37,861,1630,873,15,0,6,1,4,,15,,0,0,14,,175,,
H. III-PUNO_per_2017-09,14793,224,1962,387,1953,73,2968,2929,22,44,468,1832,1823,1980,66,3,3,8,383,29,137,163,40,14,558,615,2,2,291,72,38,34,1,34,72,71,3006,39,921,1819,227,2181,4816,461,8,716,716,4,8,52110,24987,45067,26416,2024,1218,,,162,368,32,992,1738,1060,10,0,0,8,4,,45,,6,6,20,,139,,
H. III-PUNO_per_2017-10,14414,259,1667,351,1663,71,2941,2888,22,44,475,1852,1818,2046,66,1,5,8,415,23,133,193,58,8,703,764,2,1,292,80,33,47,1,47,80,80,3543,65,1023,2371,84,2033,4432,365,8,664,668,4,8,52491,24147,52710,28201,1888,1088,,,79,259,23,1511,1966,1011,42,0,2,9,4,,48,,0,12,4,,161,,
H. III-PUNO_per_2017-11,13645,288,1502,343,1496,70,2745,2704,22,44,443,1665,1814,1980,66,3,7,16,376,16,115,186,43,16,646,713,2,4,273,78,44,34,1,34,78,78,3633,50,952,2121,510,1820,3912,309,8,596,604,4,8,52571,23607,72626,34390,1782,1045,,,111,264,30,1503,2032,1002,19,0,5,11,4,,36,,25,0,13,,150,,
H. III-PUNO_per_2017-12,13330,277,1229,272,1225,72,2690,2645,22,44,434,1805,1564,1953,63,0,3,11,329,11,120,144,41,13,512,533,2,0,222,92,56,36,1,36,92,91,3546,44,824,2223,455,1750,3920,296,8,572,572,4,8,50241,23325,58592,26383,1627,981,,,59,142,18,1533,1600,794,18,0,3,8,4,,33,,0,0,11,,154,,
H. III-SUAREZ-ANGAMOS_per_2017-01,24540,,18790,2343,18789,133,6288,5989,34,58,659,1940,1940,2626,85,3,6,5,645,17,266,276,85,1,490,540,4,28,409,141,101,40,1,40,141,141,11820,30,2248,9437,105,1741,4161,915,9,796,800,6,9,111516,35817,105603,41992,2966,1482,4203,2321,103,127,18,131,1772,442,270,37,0,7,33,,40,0,,,51,,307,9,
H. III-SUAREZ-ANGAMOS_per_2017-02,22283,,10565,2093,10565,123,5601,5404,34,57,617,1712,1813,2380,85,4,6,5,615,28,232,259,95,1,504,504,4,16,411,123,85,38,1,38,123,121,11115,27,2428,8585,75,1412,3254,507,7,646,646,6,7,102393,33395,95579,38364,2876,1439,4142,2287,93,157,30,91,1447,342,277,38,4,7,42,,40,0,,,51,,296,7,
H. III-SUAREZ-ANGAMOS_per_2017-03,24033,,8742,2075,8741,132,6053,5911,34,55,708,2046,2029,2611,84,1,10,4,670,17,244,298,110,1,506,510,4,23,454,170,132,38,1,37,170,170,12375,24,3000,9296,55,1577,3837,452,9,792,796,6,9,115630,37508,97491,37088,2736,1190,3960,2031,69,114,30,110,1745,238,471,43,4,5,42,,36,0,,,79,,417,0,
H. III-SUAREZ-ANGAMOS_per_2017-04,22893,,6246,2013,6246,139,6523,5703,34,62,667,1910,1923,2497,83,3,6,5,610,31,218,264,95,2,551,588,4,14,416,139,99,40,1,40,139,137,12577,13,2727,9808,29,1504,3617,360,8,670,792,6,8,109113,35206,104631,46697,2765,1059,3954,1784,87,101,30,131,1635,228,162,29,3,9,40,,36,0,,,54,,348,0,
H. III-SUAREZ-ANGAMOS_per_2017-05,23320,,5438,3586,5437,127,6392,5786,34,56,674,2002,1870,2610,84,3,5,3,589,27,190,296,76,0,536,600,4,45,418,167,110,57,1,57,167,167,13132,29,2389,10627,87,1494,3757,415,9,742,820,6,9,112407,35320,98223,42504,2772,1041,3929,1750,106,98,30,75,1703,92,335,50,3,11,40,,42,0,,,65,,285,0,
H. III-SUAREZ-ANGAMOS_per_2017-06,23179,,4630,3050,4630,129,6035,5782,34,58,675,1939,1964,2542,85,4,5,3,610,25,226,270,89,0,570,610,4,38,440,152,101,51,1,51,152,152,12545,50,2407,9989,99,1482,3754,375,9,744,752,6,9,109974,35233,102067,43963,3168,1536,4597,2569,145,94,27,92,1677,276,372,39,2,10,35,,39,0,,,65,,128,0,
H. III-SUAREZ-ANGAMOS_per_2017-07,22881,,4640,3487,4640,130,5792,5633,34,58,610,1770,1892,2547,82,1,7,3,603,31,196,271,104,1,512,582,4,34,420,137,91,46,1,46,137,137,12435,47,2384,9884,120,1406,3581,332,8,680,752,6,8,109261,34950,101989,39749,3129,1625,4733,2804,94,102,25,76,1604,187,360,20,2,11,37,,33,0,,,56,,241,0,
H. III-SUAREZ-ANGAMOS_per_2017-08,21528,,3850,2937,3850,125,5291,5129,34,50,592,1998,1673,2525,81,2,11,5,515,21,221,221,52,0,483,528,4,19,335,115,80,35,1,35,115,114,12495,41,1974,10375,105,1372,3382,317,8,648,652,6,8,103906,33080,88338,36541,3451,1856,5219,3168,106,110,28,91,1483,248,258,11,2,11,36,,36,4,,,45,,421,0,
H. III-SUAREZ-ANGAMOS_per_2017-09,24324,,4678,3799,4678,129,5888,5743,34,55,692,1913,1970,2490,83,3,8,6,633,26,227,278,100,2,504,624,4,28,410,144,96,48,1,48,144,143,12772,56,2448,10262,6,1610,3747,431,8,814,818,6,8,116209,38387,104347,43363,3264,1597,4816,2686,115,111,28,128,1725,213,263,30,2,12,40,,39,4,,,58,,356,0,
H. III-SUAREZ-ANGAMOS_per_2017-10,22215,,4141,3351,4141,124,5440,5222,34,51,637,2665,2012,2635,85,1,6,5,538,29,199,237,70,3,439,576,4,35,356,123,88,35,1,35,123,123,14182,59,2418,11705,0,1470,3589,330,8,784,812,6,8,119196,34080,103612,40733,3180,1531,4569,2544,115,135,28,99,1731,0,267,53,0,9,36,,36,4,,,48,,391,0,
H. III-SUAREZ-ANGAMOS_per_2017-11,23751,,3702,3013,3702,119,5645,5434,34,54,617,1870,1913,2535,85,1,7,3,518,21,203,217,77,0,520,690,4,34,378,90,71,19,1,18,90,89,14133,45,1846,12242,0,1342,3328,310,7,654,698,6,7,119072,34080,100262,44398,3164,1411,4480,2359,107,133,30,124,1385,215,294,47,2,16,39,,36,14,,,68,,335,0,
H. III-SUAREZ-ANGAMOS_per_2017-12,21607,,3810,3224,3810,127,5477,5286,34,60,649,2048,1932,2572,83,3,5,4,526,26,183,230,85,2,471,576,4,46,364,132,103,29,1,29,132,130,13153,53,2381,10717,2,1402,3116,299,8,714,750,6,8,114424,33446,98020,36287,2989,1423,4261,2352,57,116,30,75,1507,178,357,9,2,12,36,,34,11,,,62,,255,0,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-01,9622,1368,7130,228,7130,81,1972,1936,14,20,559,2929,3024,3193,103,4,19,13,355,13,143,137,42,20,466,469,3,30,302,99,58,41,1,41,100,100,6650,103,801,4463,1283,571,1020,411,3,172,172,2,3,78275,14307,55586,29756,1866,834,,,,,,,2941,0,103,58,0,54,3,,2,,,0,0,,73,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-02,8273,1061,3568,254,3568,76,1742,1654,14,15,510,2696,2721,3109,111,11,24,7,336,9,156,116,34,21,431,432,3,27,268,97,61,36,1,36,97,97,6055,121,611,4213,1110,542,917,327,3,212,212,2,3,71086,12785,49464,25117,1628,596,,,,,,,1940,0,110,56,0,43,3,,4,,,0,0,,36,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-03,10383,1196,3292,351,3292,86,2164,2075,14,15,599,3096,3193,3548,114,7,15,21,394,13,168,158,36,19,487,487,3,52,338,96,56,40,1,40,98,98,6941,112,670,4859,1300,574,899,341,3,260,272,2,3,81454,15846,58281,31000,2386,963,,,,,,,1577,0,172,63,0,30,3,,3,,,0,0,,55,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-04,9471,955,2327,265,2325,86,2052,1898,14,22,530,2860,2991,3417,114,6,12,17,329,10,134,129,36,20,390,390,3,31,293,91,50,41,1,41,92,92,6684,133,700,4485,1366,538,879,252,3,244,252,2,3,74344,14216,51296,24372,2620,1040,,,,,,,2371,0,170,52,0,30,3,,6,,,0,0,,53,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-05,9272,1093,1921,288,1921,83,1845,1805,14,16,577,3228,3226,3495,113,5,8,15,362,12,150,142,41,17,427,430,3,46,301,110,66,44,1,44,111,111,7024,114,694,4561,1655,566,956,301,3,248,248,2,3,78241,14082,58680,27756,2195,803,,,,,,,2479,0,125,78,0,40,3,,6,,,0,0,,28,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-06,10164,1389,1758,313,1757,87,2085,2027,14,21,510,2695,2983,3248,108,5,12,8,377,14,144,160,31,28,530,531,3,54,349,94,48,46,1,45,94,94,7662,103,563,5026,1970,543,961,270,3,228,244,2,3,81937,15507,60037,31495,3071,1080,,,,,,,1907,0,144,55,0,30,3,,3,,,0,0,,60,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-07,10291,1274,1629,301,1629,88,2143,2085,14,22,542,2956,2836,3269,105,3,21,11,373,17,103,185,36,32,385,386,3,46,347,109,52,57,1,54,111,109,6148,89,544,1126,4389,549,1617,326,3,204,256,2,3,83809,15521,56813,28562,3091,1483,,,,,,,2101,156,67,47,0,3,3,,4,,,0,0,,45,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-08,9586,1247,1471,348,1470,90,1999,1923,14,22,504,2831,2849,3203,103,4,16,13,375,19,141,155,43,17,423,424,3,48,339,82,40,42,1,42,82,82,5706,120,482,1720,3384,613,985,345,3,200,212,2,3,78559,14311,61112,30450,3207,1525,,,,,,,1936,171,123,79,0,30,3,,4,,,0,0,,37,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-09,11648,1331,1642,373,1641,92,2389,2350,14,25,511,2718,2986,3259,109,7,15,13,417,24,146,175,53,19,443,445,3,35,359,89,42,47,1,47,89,89,6044,99,442,1992,3511,655,1311,345,3,212,220,2,3,83808,17422,66023,33438,2683,1177,,,,,,,1132,135,110,0,0,60,0,,4,,,3,0,,77,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-10,11135,1624,1390,302,1390,92,2293,2228,14,22,549,3179,3082,3401,110,3,9,0,385,18,161,138,45,23,455,455,3,27,319,82,49,33,1,33,83,81,6882,95,580,2309,3898,537,1065,251,2,180,180,2,2,89494,16689,68997,31849,3198,1403,,,,,,,2092,99,91,56,5,30,3,,3,,,0,0,,96,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-11,11133,1624,1391,387,1391,100,2322,2278,14,19,512,2842,3039,3296,110,8,14,13,391,18,151,163,35,24,475,477,3,38,330,82,36,46,1,41,83,83,6700,112,548,2332,3708,414,897,251,2,132,132,2,2,86473,16330,67050,31707,3195,1492,,,,,,,2434,116,102,0,8,40,3,,4,,,0,8,,192,,
H. III-TACNA DANIEL ALCIDES CARRION_per_2017-12,10621,1084,1268,379,1268,104,2256,2216,14,26,567,3047,3050,3392,109,3,11,14,395,16,156,153,47,23,412,413,3,32,330,106,60,46,1,44,108,108,6282,113,504,2296,3369,496,946,210,2,160,160,2,2,81617,15676,62620,31372,2899,1238,,,,,,,2309,156,96,63,0,30,3,,3,,,0,0,,130,,
H. III-YANAHUARA_per_2017-01,26885,1286,21706,633,21706,142,5447,5447,46,75,1151,3588,4040,4991,161,2,8,23,847,12,260,475,51,49,879,996,6,33,615,280,146,134,1,134,281,281,15757,331,7970,7186,270,2839,3765,2216,11,970,970,7,11,168039,88954,72131,37067,4805,3508,5213,3813,439,629,145,1037,4926,264,177,82,3,23,103,1,44,18,,15,20,,227,0,
H. III-YANAHUARA_per_2017-02,27176,1730,15172,1109,15171,145,5538,5538,46,74,1065,3300,3687,4508,161,0,5,32,794,18,236,425,46,69,794,954,6,28,584,263,112,151,1,151,263,263,15460,310,8307,6399,444,2721,3993,1505,11,951,951,7,11,162701,82538,77875,41893,5320,3163,6480,3862,274,846,95,1101,4465,224,80,20,0,5,108,1,44,0,,15,20,,482,6,
H. III-YANAHUARA_per_2017-03,32072,1697,13534,1361,13533,156,6392,6392,46,76,1250,3933,4412,4991,161,5,12,28,1036,20,309,559,73,75,1128,1242,6,42,814,293,134,159,1,159,296,296,17483,321,9963,6733,466,3359,5798,1458,13,1117,1177,7,13,197985,100832,89093,47992,5976,3624,7992,4860,330,1067,128,1384,7838,268,172,51,2,23,102,1,44,1,,20,20,,549,10,
H. III-YANAHUARA_per_2017-04,28673,1669,9523,1275,9522,147,5769,5769,46,72,1181,3939,4206,4830,161,2,9,18,921,20,271,523,34,73,905,912,6,44,705,257,105,152,1,152,257,257,18512,295,10089,7433,695,3043,4631,1150,13,1060,1060,7,13,178362,90720,77857,43041,5743,3027,7493,3879,307,685,100,1505,5804,370,156,40,2,22,106,1,44,0,,12,20,,511,4,
H. III-YANAHUARA_per_2017-05,29823,2073,7903,1331,7903,144,6024,6024,46,73,1183,3776,4356,4991,161,5,8,27,988,8,302,550,46,82,1019,1146,7,60,790,281,134,147,1,147,282,282,18003,323,9106,7984,590,2958,3793,1072,12,1025,1025,7,12,190841,102284,83175,50480,5998,3449,7810,4466,369,920,116,1793,9062,187,154,48,1,22,132,1,44,0,,0,20,,539,11,
